ID,Block,PlotID,Species,Canopy,Trans,Fire,Snow,S1Tot,S2Tot,S3Tot,Row,Col,Pop,F1,Sp1,Su1,F2,Sp2,Su2,Su2.H,F3,F3.H,Sp3,Sp3.H,Su3.Fl,Su3.Fr,Su3.Sd,Su3.H
1795,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,5,3,WM,,,,,,,,,,,,,,,
1796,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,5,4,WM,,,,,,,,,,,,,,,
1797,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,5,5,PH,,,,,,,,,,,,,,,
1798,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,5,6,SF,,,,,,,,,,,,,,,
1799,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,5,7,GR,,,,,,,,,,,,,,,
1800,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,6,1,GR,,,,,,,,,,,,,,,
1801,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,6,2,GT,,,,,,,,,,,,,,,
1802,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,6,3,SF,,,,,,,,,,,,,,,
1803,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,6,4,GR,,,,,,,,,,,,,,,
1804,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,6,5,WM,,,,,,,,,,,,,,,
1805,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,6,6,SF,,,,,,,,,,,,,,,
1806,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,6,7,GT,,,,,,,,,,,,,,,
1807,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,7,1,WM,,,,,,,,,,,,,,,
1808,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,7,2,WM,,,,,,,,,,,,,,,
1809,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,7,3,PH,,,,,,,,,,,,,,,
1810,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,7,4,DB,,,,,,,,,,,,,,,
1811,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,7,5,WM,,,,,,,,,,,,,,,
1812,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,7,6,SF,,,,,,,,,,,,,,,
1813,13,109,cs,D,9.99,0,A,157.48,22.86,10.16,7,7,GT,,,,,,,,,,,,,,,
2010,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,1,1,WM,,,,,1,0,,0,,0,,,,,
2011,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,1,2,SF,1,0,0,0,0,0,,0,,0,,,,,
2012,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,1,3,GT,,,,,,,,,,,,,,,
2013,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,1,4,GR,,,,,,,,,,,,,,,
2014,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,1,5,GT,,,,,,,,,,,,,,,
2015,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,1,6,GT,,,,,,,,,,,,,,,
2016,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,1,7,SF,,,,,,,,,,,,,,,
2017,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,2,1,GR,,,,,,,,,,,,,,,
2018,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,2,2,SF,,,,,,,,,,,,,,,
2019,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,2,3,GT,,,,,,,,,,,,,,,
2020,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,2,4,WM,,1,0,0,0,0,,0,,0,,,,,
2021,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,2,5,GR,,,,,,,,,,,,,,,
2022,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,2,6,GT,,,,,,,,,,,,,,,
2023,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,2,7,GT,,,,,,,,,,,,,,,
2024,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,3,1,GR,,,,,,,,,,,,,,,
2025,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,3,2,DB,,,,,,,,,,,,,,,
2026,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,3,3,GR,,,,,,,,,,,,,,,
2027,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,3,4,WM,,,,,,,,,,,,,,,
2028,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,3,5,PH,,,,,,,,,,,,,,,
2029,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,3,6,GT,,,,,,,,,,,,,,,
2030,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,3,7,GT,,,,,,,,,,,,,,,
2031,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,4,1,SF,,,,,,,,,,,,,,,
2032,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,4,2,GT,,,,,,,,,,,,,,,
2033,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,4,3,WM,,,,,,,,,,,,,,,
2034,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,4,4,SF,,,,,,,,,,,,,,,
2035,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,4,5,GT,,1,0,0,0,0,,0,,0,,,,,
2036,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,4,6,DB,,1,1,1,1,1,50,1,66,1,50,2,0,0,50
2037,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,4,7,GT,,,,,,,,,,,,,,,
2038,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,5,1,GT,,,,,,,,,,,,,,,
2039,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,5,2,GT,1,1,0,0,0,0,,0,,0,,,,,
2040,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,5,3,GR,,,,,,,,,,,,,,,
2041,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,5,4,WM,,,,,,,,,,,,,,,
2042,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,5,5,SF,,,,,,,,,,,,,,,
2043,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,5,6,WM,,,,,,,,,,,,,,,
2044,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,5,7,WM,,,,,,,,,,,,,,,
2045,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,6,1,GT,,1,0,0,0,0,,0,,0,,,,,
2046,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,6,2,GT,,,,,,,,,,,,,,,
2047,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,6,3,PH,,,,,,,,,,,,,,,
2048,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,6,4,PH,,,,,1,0,,0,,0,,,,,
2049,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,6,5,WM,,,,,,,,,,,,,,,
2050,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,6,6,SF,,,,,,,,,,,,,,,
2051,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,6,7,SF,,,,,,,,,,,,,,,
2052,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,7,1,GR,,,,,,,,,,,,,,,
2053,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,7,2,DB,,1,0,0,0,0,,0,,0,,,,,
2054,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,7,3,SF,,,,,,,,,,,,,,,
2055,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,7,4,WM,,,,,1,0,,0,,0,,,,,
2056,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,7,5,SF,,,,,,,,,,,,,,,
2057,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,7,6,GR,,,,,,,,,,,,,,,
2058,14,124,cs,O,89.47,0,-,162.56,63.5,12.7,7,7,WM,,,,,,,,,,,,,,,
1961,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,1,1,GR,,,,,,,,,,,,,,,
1962,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,1,2,GR,,,,,,,,,,,,,,,
1963,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,1,3,GT,,,,,,,,,,,,,,,
1964,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,1,4,SF,,,,,,,,,,,,,,,
1965,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,1,5,WM,,,,,,,,,,,,,,,
1966,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,1,6,SF,,,,,,,,,,,,,,,
1967,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,1,7,SF,,,,,,,,,,,,,,,
1968,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,2,1,WM,,,,,,,,,,,,,,,
1969,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,2,2,GT,,,,,,,,,,,,,,,
1970,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,2,3,GT,,,,,,,,,,,,,,,
1971,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,2,4,GT,,,,,,,,,,,,,,,
1972,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,2,5,GT,,,,,,,,,,,,,,,
1973,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,2,6,GT,,,,,,,,,,,,,,,
1974,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,2,7,DB,,,,,,,,,,,,,,,
1975,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,3,1,WM,,,,,1,0,,0,,0,,,,,
1976,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,3,2,GR,,1,0,0,0,0,,0,,0,,,,,
1977,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,3,3,GR,,,,,,,,,,,,,,,
1978,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,3,4,SF,,,,,,,,,,,,,,,
1979,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,3,5,PH,,,,,,,,,,,,,,,
1980,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,3,6,SF,,,,,,,,,,,,,,,
1981,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,3,7,PH,,,,,,,,,,,,,,,
1982,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,4,1,GT,,,,,,,,,,,,,,,
1983,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,4,2,WM,,,,,,,,,,,,,,,
1984,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,4,3,WM,,,,,,,,,,,,,,,
1985,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,4,4,SF,,,,,,,,,,,,,,,
1986,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,4,5,WM,,,,,,,,,,,,,,,
1987,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,4,6,GT,,,,,,,,,,,,,,,
1988,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,4,7,DB,,,,,,,,,,,,,,,
1989,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,5,1,GT,,,,,,,,,,,,,,,
1990,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,5,2,WM,,1,1,1,0,0,,0,,0,,,,,
1991,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,5,3,GT,,,,,,,,,,,,,,,
1992,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,5,4,SF,,,,,1,0,,0,,0,,,,,
1993,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,5,5,PH,,,,,,,,,,,,,,,
1994,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,5,6,DB,,1,1,1,1,1,82,1,107,1,60,558,138,650,80
1995,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,5,7,WM,,,,,,,,,,,,,,,
1996,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,6,1,GR,,,,,,,,,,,,,,,
1997,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,6,2,GT,,,,,1,1,25,1,30,1,10,,,,50
1998,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,6,3,WM,,,,,1,0,,0,,0,,,,,
1999,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,6,4,SF,,,,,1,0,,0,,0,,,,,
2000,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,6,5,SF,,,,,,,,,,,,,,,
2001,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,6,6,GR,,,,,,,,,,,,,,,
2002,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,6,7,GR,,,,,,,,,,,,,,,
2003,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,7,1,GR,,,,,1,0,,0,,0,,,,,
2004,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,7,2,GT,,1,1,1,1,1,59,1,95,1,60,51,21,70,85
2005,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,7,3,WM,,,,,1,0,,0,,0,,,,,
2006,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,7,4,SF,,,,,,,,,,,,,,,
2007,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,7,5,GT,,1,1,1,1,1,75,1,121,1,65,77,32,134,120
2008,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,7,6,GT,,,,,,,,,,,,,,,
2009,14,121,cs,O,89.47,0,+,355.6,185.42,99.06,7,7,GT,,,,,,,,,,,,,,,
1912,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,1,1,GT,,,,,,,,,,,,,,,
1913,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,1,2,GR,,,,,,,,,,,,,,,
1914,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,1,3,SF,,,,,1,0,,0,,0,,,,,
1915,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,1,4,GT,,,,,,,,,,,,,,,
1916,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,1,5,SF,,,,,,,,,,,,,,,
1917,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,1,6,GT,,,,,,,,,,,,,,,
1918,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,1,7,SF,,,,,1,0,,0,,0,,,,,
1919,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,2,1,PH,,,,,,,,,,,,,,,
1920,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,2,2,GR,,,,,,,,,,,,,,,
1921,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,2,3,DB,,,,,1,0,,0,,0,,,,,
1922,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,2,4,GR,,,,,,,,,,,,,,,
1923,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,2,5,WM,,,,,,,,,,,,,,,
1924,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,2,6,SF,,1,1,1,1,1,60,1,45,1,45,7,6,39,80
1925,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,2,7,SF,,,,,1,1,6.5,1,5,0,,,,,
1926,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,3,1,GR,,,,,,,,,,,,,,,
1927,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,3,2,GT,,,,,,,,,,,,,,,
1928,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,3,3,WM,,,,,,,,,,,,,,,
1929,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,3,4,WM,,,,,,,,,,,,,,,
1930,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,3,5,GT,,1,1,1,0,0,,0,,0,,,,,
1931,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,3,6,GR,,,,,,,,,,,,,,,
1932,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,3,7,WM,,,,,,,,,,,,,,,
1933,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,4,1,SF,,1,1,0,0,0,,0,,0,,,,,
1934,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,4,2,SF,,1,0,0,0,0,,0,,0,,,,,
1935,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,4,3,GT,,,,,,,,,,,,,,,
1936,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,4,4,GR,,,,,,,,,,,,,,,
1937,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,4,5,GT,,,,,,,,,,,,,,,
1938,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,4,6,WM,,1,1,1,1,1,15,1,70,1,22,,,,25
1939,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,4,7,WM,,,,,,,,,,,,,,,
1940,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,5,1,GT,,,,,,,,,,,,,,,
1941,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,5,2,GT,,,,,,,,,,,,,,,
1942,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,5,3,WM,,,,,,,,,,,,,,,
1943,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,5,4,GT,,,,,,,,,,,,,,,
1944,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,5,5,PH,,,,,,,,,,,,,,,
1945,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,5,6,GT,,,,,,,,,,,,,,,
1946,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,5,7,SF,,,,,,,,,,,,,,,
1947,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,6,1,GT,,,,,1,0,,0,,0,,,,,
1948,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,6,2,WM,,,,,,,,,,,,,,,
1949,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,6,3,PH,,,,,,,,,,,,,,,
1950,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,6,4,WM,,,,,,,,,,,,,,,
1951,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,6,5,GT,,,,,,,,,,,,,,,
1952,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,6,6,WM,,,,,1,1,,1,18,1,15,,,,0
1953,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,6,7,DB,,,,,,,,,,,,,,,
1954,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,7,1,GR,,,,,,,,,,,,,,,
1955,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,7,2,GT,,1,1,1,0,0,,0,,0,,,,,
1956,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,7,3,SF,,1,0,0,0,0,,0,,0,,,,,
1957,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,7,4,DB,,1,0,0,0,0,,0,,0,,,,,
1958,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,7,5,SF,,,,,,,,,,,,,,,
1959,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,7,6,GT,,,,,,,,,,,,,,,
1960,14,118,cs,O,89.47,0,A,218.44,104.14,45.72,7,7,GR,,1,0,0,0,0,,0,,0,,,,,
2059,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,1,1,CR, , , , ,,,,,,,,,,,
2060,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,1,2,CR,,,,,,,,,,,,,,,
2061,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,1,3,SKM,,,,,,,,,,,,,,,
2062,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,1,4,SK,,,,,1,1,2,1,3,1,3,,,,
2063,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,1,5,PR,,1,1,0,0,0,,0,,0,,,,,
2064,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,1,6,CR,,,,,,,,,,,,,,,
2065,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,1,7,CR,,,,,,,,,,,,,,,
2066,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,2,1,SKM,,,,,,,,,,,,,,,
2067,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,2,2,CR,,,,,,,,,,,,,,,
2068,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,2,3,CR,,,,,,,,,,,,,,,
2069,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,2,4,SK,,1,1,0,0,0,,0,,0,,,,,
2070,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,2,5,SKM,,,,,,,,,,,,,,,
2071,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,2,6,SK,,1,0,0,0,0,,0,,0,,,,,
2072,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,2,7,CR,,,,,,,,,,,,,,,
2073,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,3,1,SK,,,,,,,,,,,,,,,
2074,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,3,2,SKM,,1,0,0,,0,,0,,0,,,,,
2075,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,3,3,CR,,,,,,,,,,,,,,,
2076,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,3,4,PR,1,1,1,0,0,0,,0,,0,,,,,
2077,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,3,5,CR,,1,0,0,0,0,,0,,0,,,,,
2078,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,3,6,SKM,,1,0,0,0,0,,0,,0,,,,,
2079,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,3,7,CR,,,,,,,,,,,,,,,
2080,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,4,1,SK,,,,,,,,,,,,,,,
2081,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,4,2,SKM,,,,,,,,,,,,,,,
2082,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,4,3,SKM,,,,,,,,,,,,,,,
2083,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,4,4,SKM,,1,1,1,1,1,10,1,8,1,11,,,,
2084,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,4,5,SK,,,,,,,,,,,,,,,
2085,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,4,6,CR,,,,,,,,,,,,,,,
2086,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,4,7,CR,,,,,,,,,,,,,,,
2087,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,5,1,SK,,,,,,,,,,,,,,,
2088,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,5,2,SKM,,,,,,,,,,,,,,,
2089,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,5,3,SKM,,,,,,,,,,,,,,,
2090,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,5,4,CR,,,,,,,,,,,,,,,
2091,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,5,5,PR,,,,,,,,,,,,,,,
2092,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,5,6,CR,,,,,,,,,,,,,,,
2093,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,5,7,SK,,,,,,,,,,,,,,,
2094,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,6,1,SKM,,,,,,,,,,,,,,,
2095,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,6,2,CR,,,,,,,,,,,,,,,
2096,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,6,3,CR,,,,,,,,,,,,,,,
2097,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,6,4,SKM,,,,,,,,,,,,,,,
2098,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,6,5,SKM,,,,,,,,,,,,,,,
2099,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,6,6,CR,,,,,,,,,,,,,,,
2100,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,6,7,CR,,,,,,,,,,,,,,,
2101,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,7,1,SKM,,,,,,,,,,,,,,,
2102,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,7,2,SK,,,,,,,,,,,,,,,
2103,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,7,3,SK,,,,,,,,,,,,,,,
2104,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,7,4,SKM,,,,,,,,,,,,,,,
2105,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,7,5,CR,,,,,,,,,,,,,,,
2106,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,7,6,SKM,,1,0,0,0,0,,0,,0,,,,,
2107,1,2,sj,T,47.45,1,-,109.22,30.48,10.16,7,7,CR,,,,,,,,,,,,,,,
2157,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,1,1,CR,,,,,,,,,,,,,,,
2158,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,1,2,SKM,,,,,,,,,,,,,,,
2159,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,1,3,SK,,,,,,,,,,,,,,,
2160,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,1,4,PR,,,,,,,,,,,,,,,
2161,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,1,5,CR,,,,,,,,,,,,,,,
2162,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,1,6,SKM,,,,,,,,,,,,,,,
2163,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,1,7,SK,,,,,,,,,,,,,,,
2164,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,2,1,SKM,,,,,,,,,,,,,,,
2165,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,2,2,CR,,,,,,,,,,,,,,,
2166,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,2,3,CR,,,,,,,,,,,,,,,
2167,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,2,4,PR,,,,,,,,,,,,,,,
2168,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,2,5,SKM,,,,,,,,,,,,,,,
2169,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,2,6,SK,,,,,,,,,,,,,,,
2170,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,2,7,CR,,,,,,,,,,,,,,,
2171,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,3,1,SK,,1,1,1,0,0,,0,,0,,,,,
2172,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,3,2,CR,,,,,1,1,5.5,1,6,0,,,,,
2173,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,3,3,SKM,,,,,,,,,,,,,,,
2174,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,3,4,SK,,,,,,,,,,,,,,,
2175,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,3,5,SKM,,,,,,,,,,,,,,,
2176,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,3,6,CR,,,,,,,,,,1,1,,,,
2177,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,3,7,SKM,,,,,,,,,,,,,,,
2178,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,4,1,CR,,,,,,,,,,,,,,,
2179,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,4,2,CR,1,0,0,0,0,0,,0,,0,,,,,
2180,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,4,3,SKM,,,,,,,,,,,,,,,
2181,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,4,4,SKM,,,,,,,,,,,,,,,
2182,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,4,5,CR,,,,,,,,,,,,,,,
2183,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,4,6,SK,,,,,,,,,,,,,,,
2184,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,4,7,CR,,,,,,,,,,,,,,,
2185,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,5,1,SKM,,,,,,,,,,,,,,,
2186,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,5,2,SKM,,1,1,1,0,0,,0,,,,,,,
2187,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,5,3,CR,,,,,,,,,,,,,,,
2188,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,5,4,CR,,,,,,,,,,,,,,,
2189,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,5,5,SK,,,,,,,,,,,,,,,
2190,1,8,sj,T,47.45,1,+,248.92,83.82,58.42,5,6,SKM,,,,,,,,,,,,,,,
